desconocido desconocer VMP00SM 0.980769
. . Fp 1

Era ser VSII3S0 0.491225
un uno DI0MS0 0.99698
hombre hombre NCMS000 0.990108
alto alto AQ0MS00 0.995585
, , Fc 1
de de SP 0.999961
rasgos rasgo NCMP000 1
desdibujados desdibujar VMP00PM 1
. . Fp 1

Acaso acaso RG 0.972603
mi mi DP1CSS 0.999325
miopía miopía NCFS000 1
los lo PP3MPA0 0.0072574
vio ver VMIS3S0 1
así así RG 0.999409
. . Fp 1

Todo todo DI0MS0 0.6662
su su DP3CSN 1
aspecto aspecto NCMS000 1
era ser VSII3S0 0.491317
de de SP 0.999961
pobreza pobreza NCFS000 1
decente decente AQ0CS00 1
. . Fp 1

Estaba estar VMII3S0 0.499587
de de SP 0.999961
gris gris AQ0CS00 0.97619
y y CC 0.999989
traía traer VMII3S0 0.65
una uno DI0FS0 0.951973
valija valija NCFS000 1
gris gris AQ0CS00 0.97619
en en SP 1
la el DA0FS0 0.98926
mano mano NCFS000 0.995485
. . Fp 1

En_seguida en_seguida RG 1
sentí sentir VMIS1S0 1
que que CS 0.449861
era ser VSII3S0 0.491317
extranjero extranjero AQ0MS00 0.174658
. . Fp 1

A a SP 1
el el DA0MS0 1
principio principio NCMS000 0.997238
lo lo PP3MSA0 0.334764
creí creer VMIS1S0 1
viejo viejo AQ0MS00 0.993421
; ; Fx 1
luego luego RG 0.998339
advertí advertir VMIS1S0 1
que que CS 0.449861
me me PP1CS00 0.755196
había haber VAII3S0 0.499853
engañado engañar VMP00SM 1
su su DP3CSN 1
escaso escaso AQ0MS00 0.983871
pelo pelo NCMS000 0.987805
rubio rubio AQ0MS00 0.954545
, , Fc 1
casi casi RG 1
blanco blanco AQ0MS00 0.747934
, , Fc 1
a a SP 0.998775
la el DA0FS0 0.98926
manera manera NCFS000 1
escandinava escandinavo AQ0FS00 0.661181
. . Fp 1

En en SP 1
el el DA0MS0 1
curso curso NCMS000 0.994505
de de SP 0.999961
nuestra nuestro DP1FSP 0.867454
conversación conversación NCFS000 1
, , Fc 1
que que PR0CN00 0.550139
no no RN 0.999297
duraría durar VMIC3S0 0.65
una uno DI0FS0 0.951973
hora hora NCFS000 1
, , Fc 1
supe supe NCMS000 0.689907
que que PR0CN00 0.550139
procedía proceder VMII3S0 0.649982
de de SP 0.999961
las el DA0FP0 0.988184
Orcadas orcadas NP00000 1
. . Fp 1

Le le PP3CSD0 1
señalé señalar VMIS1S0 1
una uno DI0FS0 0.951973
silla silla NCFS000 1
. . Fp 1

El el DA0MS0 1
hombre hombre NCMS000 0.990108
tardó tardar VMIS3S0 1
un uno DI0MS0 0.99698
rato rato NCMS000 1
en en SP 1
hablar hablar VMN0000 1
. . Fp 1

Exhalaba exhalar VMII3S0 0.65
melancolía melancolía NCFS000 1
, , Fc 1
como como CS 0.967153
yo yo PP1CSN0 1
ahora ahora RG 1
. . Fp 1

– – Fz 1
Vendo vendo NP00000 1
biblias biblia NCFP000 1
– – Fz 1
me me PP1CS00 0.755196
dijo decir VMIS3S0 1
. . Fp 1

No no RN 0.999263
sin sin SP 1
pedantería pedantería NCFS000 1
le le PP3CSD0 1
contesté contestar VMIS1S0 1
: : Fd 1
– – Fz 1
En en NP00000 1
esta este DD0FS0 0.978817
casa casa NCFS000 0.998153
hay haber VMIP3S0 1
algunas alguno DI0FP0 0.640135
biblias biblia NCFP000 1
inglesas inglés AQ0FP00 0.511294
, , Fc 1
incluso incluso RG 0.998488
la el DA0FS0 0.98926
primera 1 AO0FS00 0.995242
, , Fc 1
la el DA0FS0 0.98926
de de SP 0.999961
John_Wiclif john_wiclif NP00000 1
. . Fp 1

Tengo tener VMIP1S0 1
asimismo asimismo RG 1
la el DA0FS0 0.98926
de de SP 0.999961
Cipriano_de_Valera cipriano_de_valera NP00000 1
, , Fc 1
la el DA0FS0 0.98926
de de SP 0.999961
Lutero lutero NP00000 1
, , Fc 1
que que PR0CN00 0.550139
literariamente literariamente RG 1
es ser VSIP3S0 1
la el DA0FS0 0.98926
peor peor AQ0CS00 0.880117
, , Fc 1
y y CC 0.999989
un uno DI0MS0 0.99698
ejemplar ejemplar NCMS000 0.596154
latino latino AQ0MS00 0.391036
de de SP 0.999961
la el DA0FS0 0.98926
Vulgata vulgata NP00000 1
. . Fp 1

Como como CS 0.967153
usted usted PP2CS0P 1
ve ver VMIP3S0 0.991758
, , Fc 1
no no RN 0.999297
son ser VSIP3P0 0.995197
precisamente precisamente RG 1
biblias biblia NCFP000 1
lo el DA00S0 0.665165
que que PR0CN00 0.550139
me me PP1CS00 0.755196
falta faltar VMIP3S0 0.187811
. . Fp 1

A_el_cabo_de al_cabo_de SP 1
un uno DI0MS0 0.99698
silencio silencio NCMS000 0.997076
me me PP1CS00 0.755196
contestó contestar VMIS3S0 1
: : Fd 1
– – Fz 1
No_sólo no_sólo NP00000 1
vendo vendar VMIP1S0 0.0874266
biblias biblia NCFP000 1
. . Fp 1

Puedo poder VMIP1S0 1
mostrar mostrar VMN0000 1
le le PP3CSD0 1
un uno DI0MS0 0.99698
libro libro NCMS000 0.997835
sagrado sagrado AQ0MS00 0.461273
que que PR0CN00 0.550139
tal_vez tal_vez RG 1
le le PP3CSD0 1
interese interesar VMSP3S0 0.634863
. . Fp 1

Lo lo PP3MSA0 0.334764
adquirí adquirir VMIS1S0 1
en en SP 1
los el DA0MP0 0.992728
confines confín NCMP000 0.665146
de de SP 0.999961
Bikanir bikanir NP00000 1
. . Fp 1

Abrió abrir VMIS3S0 1
la el DA0FS0 0.98926
valija valija NCFS000 1
y y CC 0.999989
lo lo PP3MSA0 0.334764
dejó dejar VMIS3S0 1
sobre sobre SP 0.997804
la el DA0FS0 0.98926
mesa mesa NCFS000 0.992395
. . Fp 1

Era ser VSII3S0 0.491225
un uno DI0MS0 0.99698
volumen volumen NCMS000 1
en en SP 1
octavo 8 AO0MS00 0.978495
, , Fc 1
encuadernado encuadernar VMP00SM 1
en en SP 1
tela tela NCFS000 1
. . Fp 1

Sin sin SP 1
duda duda NCFS000 0.72549
había haber VAII3S0 0.499853
pasado pasar VMP00SM 0.928353
por por SP 1
muchas mucho DI0FP0 0.82345
manos mano NCFP000 1
. . Fp 1

Lo lo PP3MSA0 0.334764
examiné examinar VMIS1S0 1
; ; Fx 1
su su DP3CSN 1
inusitado inusitado AQ0MS00 1
peso peso NCMS000 0.99569
me me PP1CS00 0.755196
sorprendió sorprender VMIS3S0 1
. . Fp 1

En en SP 1
el el DA0MS0 1
lomo lomo NCMS000 1
decía decir VMII3S0 0.649996
Holy_Writ holy_writ NP00000 1
y y CC 0.999989
abajo abajo RG 0.986111
Bombay bombay NP00000 1
. . Fp 1

– – Fz 1
Será será NP00000 1
de de SP 1
el el DA0MS0 1
siglo siglo NCMS000 1
diecinueve 19 Z 1
– – Fz 1
observé observar VMIS1S0 1
. . Fp 1

– – Fz 1
No no NP00000 1
sé saber VMIP1S0 0.97043
. . Fp 1

No no RN 0.999263
lo lo PP3MSA0 0.334764
he haber VAIP1S0 0.962485
sabido saber VMP00SM 1
nunca nunca RG 1
– – Fz 1
fue ser VSIS3S0 0.980739
la el DA0FS0 0.98926
respuesta respuesta NCFS000 1
. . Fp 1

Lo lo PP3MSA0 0.334764
abrí abrir VMIS1S0 1
a a SP 1
el el DA0MS0 1
azar azar NCMS000 1
. . Fp 1

Los el DA0MP0 0.992728
caracteres carácter NCMP000 1
me me PP1CS00 0.755196
eran ser VSII3P0 0.998418
extraños extraño AQ0MP00 0.738095
. . Fp 1

Las el DA0FP0 0.988184
páginas página NCFP000 1
, , Fc 1
que que PR0CN00 0.550139
me me PP1CS00 0.755196
parecieron parecer VMIS3P0 1
gastadas gastar VMP00PF 1
y y CC 0.999989
de de SP 0.999961
pobre pobre AQ0CS00 0.893805
tipografía tipografía NCFS000 1
, , Fc 1
estaban estar VMII3P0 0.997788
impresas imprimir VMP00PF 1
a a SP 0.998775
dos 2 Z 0.999868
columnas columna NCFP000 1
a_la_manera_de a_la_manera_de SP 1
una uno DI0FS0 0.951973
biblia biblia NCFS000 1
. . Fp 1

El el DA0MS0 1
texto texto NCMS000 1
era ser VSII3S0 0.491317
apretado apretar VMP00SM 1
y y CC 0.999989
estaba estar VMII3S0 0.499587
ordenado ordenar VMP00SM 1
en en SP 1
versículos versículo NCMP000 1
. . Fp 1

En en SP 1
el el DA0MS0 1
ángulo ángulo NCMS000 1
superior superior AQ0CS00 0.971939
de de SP 0.999961
las el DA0FP0 0.988184
páginas página NCFP000 1
había haber VMII3S0 0.000147406
cifras cifra NCFP000 0.995868
arábigas arábigo AQ0FP00 1
. . Fp 1

Me me PP1CS00 0.755196
llamó llamar VMIS3S0 1
la el DA0FS0 0.98926
atención atención NCFS000 0.997312
que que PR0CN00 0.550139
la el DA0FS0 0.98926
página página NCFS000 1
par par NCMS000 0.990196
llevara llevar VMSI3S0 0.65
el el DA0MS0 1
número número NCMS000 1
( ( Fpa 1
digamos decir VMM01P0 0.158021
) ) Fpt 1
40.514 40514 Z 1
y y CC 0.999989
la el DA0FS0 0.98926
impar impar NCMS000 0.611368
, , Fc 1
la el DA0FS0 0.98926
siguiente siguiente AQ0CS00 1
, , Fc 1
999 999 Z 1
. . Fp 1

La lo PP3FSA0 0.010734
volví volver VMIS1S0 1
; ; Fx 1
el el DA0MS0 1
dorso dorso NCMS000 1
estaba estar VMII3S0 0.499587
numerado numerar VMP00SM 1
con con SP 1
ocho 8 Z 1
cifras cifra NCFP000 0.995868
. . Fp 1

Llevaba llevar VMII3S0 0.65
una uno DI0FS0 0.951973
pequeña pequeño AQ0FS00 0.997312
ilustración ilustración NCFS000 1
, , Fc 1
como como CS 0.967153
es ser VSIP3S0 1
de de SP 0.999961
uso uso NCMS000 0.998047
en en SP 1
los el DA0MP0 0.992728
diccionarios diccionario NCMP000 1
: : Fd 1
un uno DI0MS0 0.99698
ancla ancla NCFS000 0.794646
dibujada dibujar VMP00SF 1
a a SP 0.998775
la el DA0FS0 0.98926
pluma pluma NCFS000 1
, , Fc 1
como como CS 0.967153
por por SP 1
la el DA0FS0 0.98926
torpe torpe AQ0CS00 1
mano mano NCFS000 0.995485
de de SP 0.999961
un uno DI0MS0 0.99698
niño niño NCMS000 0.997382
. . Fp 1

Fue ser VSIS3S0 0.980739
entonces entonces RG 0.998203
que que CS 0.449861
el el DA0MS0 1
desconocido desconocer VMP00SM 0.980769
me me PP1CS00 0.755196
dijo decir VMIS3S0 1
: : Fd 1
– – Fz 1
Mírela mírela NP00000 1
bien bien RG 0.876088
. . Fp 1

Ya ya RG 0.999785
no no RN 0.999297
la lo PP3FSA0 0.010734
verá ver VMIF3S0 1
nunca nunca RG 1
más más RG 0.99993
. . Fp 1

Había haber VAII3S0 0.499853
una 1 Z 0.00586141
amenaza amenaza NCFS000 0.699634
en en SP 1
la el DA0FS0 0.98926
afirmación afirmación NCFS000 1
, , Fc 1
pero pero CC 0.999902
no no RN 0.999297
en en SP 1
la el DA0FS0 0.98926
voz voz NCFS000 1
. . Fp 1

Me me PP1CS00 0.755196
fijé fijar VMIS1S0 1
en en SP 1
el el DA0MS0 1
lugar lugar NCMS000 1
y y CC 0.999989
cerré cerrar VMIS1S0 1
el el DA0MS0 1
volumen volumen NCMS000 1
. . Fp 1

Inmediatamente inmediatamente RG 1
lo lo PP3MSA0 0.334764
abrí abrir VMIS1S0 1
. . Fp 1

En en SP 1
vano vano NCMS000 0.338913
busqué buscar VMIS1S0 1
la el DA0FS0 0.98926
figura figura NCFS000 0.568905
de de SP 1
el el DA0MS0 1
ancla ancla NCFS000 0.794646
, , Fc 1
hoja hoja NCFS000 1
tras tras SP 1
hoja hoja NCFS000 1
. . Fp 1

Para para SP 0.999834
ocultar ocultar VMN0000 1
mi mi DP1CSS 0.999325
desconcierto desconcierto NCMS000 0.989726
, , Fc 1
le le PP3CSD0 1
dije decir VMIS1S0 0.990196
: : Fd 1
– – Fz 1
Se se NP00000 1
trata tratar VMIP3S0 0.985594
de de SP 0.999961
una uno DI0FS0 0.951973
versión versión NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
Escritura escritura NP00000 1
en en SP 1
alguna alguno DI0FS0 0.820285
lengua lengua NCFS000 1
indostánica indostánico AQ0FS00 0.661294
, , Fc 1
¿ ¿ Fia 1
no no RN 0.999297
es ser VSIP3S0 1
verdad verdad NCFS000 1
? ? Fit 1

– – Fz 1
No no NP00000 1
– – Fz 1
me me PP1CS00 0.755196
replicó replicar VMIS3S0 1
. . Fp 1

Luego luego RG 0.998339
bajó bajar VMIS3S0 1
la el DA0FS0 0.98926
voz voz NCFS000 1
como como CS 0.967153
para para SP 0.999834
confiar confiar VMN0000 1
me me PP1CS00 1
un uno DI0MS0 0.99698
secreto secreto NCMS000 0.786408
: : Fd 1
– – Fz 1
Lo lo NP00000 1
adquirí adquirir VMIS1S0 1
en en SP 1
un uno DI0MS0 0.99698
pueblo pueblo NCMS000 0.998392
de de SP 0.999961
la el DA0FS0 0.98926
llanura llanura NCFS000 1
, , Fc 1
a_cambio_de a_cambio_de SP 1
una uno DI0FS0 0.951973
rupias rupia NCFP000 1
y y CC 0.999989
de de SP 0.999961
la el DA0FS0 0.98926
Biblia biblia NP00000 1
. . Fp 1

Su su DP3CSN 1
poseedor poseedor NCMS000 0.638671
no no RN 0.999297
sabía saber VMII3S0 0.65
leer leer VMN0000 1
. . Fp 1

Sospecho sospechar VMIP1S0 1
que que CS 0.449861
en en SP 1
el el DA0MS0 1
Libro_de_los_Libros libro_de_los_libros NP00000 1
vio ver VMIS3S0 1
un uno DI0MS0 0.99698
amuleto amuleto NCMS000 1
. . Fp 1

Era ser VSII3S0 0.491225
de de SP 0.999961
la el DA0FS0 0.98926
casta casta NCFS000 0.638706
más más RG 0.99993
baja bajo AQ0FS00 0.414835
; ; Fx 1
la el DA0FS0 0.98926
gente gente NCFS000 1
no no RN 0.999297
podía poder VMII3S0 0.643617
pisar pisar VMN0000 1
su su DP3CSN 1
sombra sombra NCFS000 0.989637
, , Fc 1
sin sin SP 1
contaminación contaminación NCFS000 1
. . Fp 1

Me me PP1CS00 0.755196
dijo decir VMIS3S0 1
que que CS 0.449861
su su DP3CSN 1
libro libro NCMS000 0.997835
se se P00CN00 0.494509
llamaba llamar VMII3S0 0.65
el el DA0MS0 1
Libro_de_Arena libro_de_arena NP00000 1
, , Fc 1
porque porque CS 1
ni ni CC 0.834853
el el DA0MS0 1
libro libro NCMS000 0.997835
ni ni CC 0.834853
la el DA0FS0 0.98926
arena arena NCFS000 0.962264
tienen tener VMIP3P0 1
ni ni CC 0.834853
principio principio NCMS000 0.997238
ni ni CC 0.834853
fin fin NCMS000 1
. . Fp 1

Me me PP1CS00 0.755196
pidió pedir VMIS3S0 1
que que CS 0.449861
buscara buscar VMSI3S0 0.620001
la el DA0FS0 0.98926
primera 1 AO0FS00 0.995242
hoja hoja NCFS000 1
. . Fp 1

Apoyé apoyar VMIS1S0 1
la el DA0FS0 0.98926
mano mano NCFS000 0.995485
izquierda izquierdo AQ0FS00 0.325871
sobre sobre SP 0.997804
la el DA0FS0 0.98926
portada portada NCFS000 0.98913
y y CC 0.999989
abrí abrir VMIS1S0 1
con con SP 1
el el DA0MS0 1
dedo dedo NCMS000 1
pulgar pulgar AQ0CS00 0.661294
casi casi RG 1
pegado pegar VMP00SM 0.623694
a a SP 1
el el DA0MS0 1
índice índice NCMS000 1
. . Fp 1

Todo todo PI0MS00 0.327644
fue ser VSIS3S0 0.980739
inútil inútil AQ0CS00 0.788462
: : Fd 1
siempre siempre RG 1
se se P00CN00 0.494509
interponían interponer VMII3P0 1
varias varios DI0FP0 0.966309
hojas hoja NCFP000 1
entre entre SP 0.980341
la el DA0FS0 0.98926
portada portada NCFS000 0.98913
y y CC 0.999989
la el DA0FS0 0.98926
mano mano NCFS000 0.995485
. . Fp 1

Era ser VSII3S0 0.491225
como como CS 0.967153
si si CS 0.999827
brotaran brotar VMSI3P0 1
de de SP 1
el el DA0MS0 1
libro libro NCMS000 0.997835
. . Fp 1

– – Fz 1
Ahora ahora NP00000 1
busque buscar VMSP3S0 0.634863
el el DA0MS0 1
final final NCCS000 0.634298
. . Fp 1

También también RG 1
fracasé fracasar VMIS1S0 1
; ; Fx 1
apenas apenas RG 0.972286
logré lograr VMIS1S0 1
balbucear balbucear VMN0000 1
con con SP 1
una uno DI0FS0 0.951973
voz voz NCFS000 1
que que PR0CN00 0.550139
no no RN 0.999297
era ser VSII3S0 0.491317
la el DA0FS0 0.98926
mía mío AP0FS1S 0.931818
: : Fd 1
– – Fz 1
Esto esto NP00000 1
no no RN 0.999297
puede poder VMIP3S0 0.999693
ser ser VSN0000 0.959637
. . Fp 1

Siempre siempre RG 1
en en SP 1
voz voz NCFS000 1
baja bajo AQ0FS00 0.414835
el el DA0MS0 1
vendedor vendedor NCMS000 0.97619
de de SP 0.999961
biblias biblia NCFP000 1
me me PP1CS00 0.755196
dijo decir VMIS3S0 1
: : Fd 1
– – Fz 1
No no NP00000 1
puede poder VMIP3S0 0.999693
ser ser VSN0000 0.959637
, , Fc 1
pero pero CC 0.999902
es ser VSIP3S0 1
. . Fp 1

El el DA0MS0 1
número número NCMS000 1
de de SP 0.999961
páginas página NCFP000 1
de de SP 0.999961
este este DD0MS0 0.949201
libro libro NCMS000 0.997835
es ser VSIP3S0 1
exactamente exactamente RG 1
infinito infinito AQ0MS00 0.661294
. . Fp 1

Ninguna ninguno PI0FS00 0.170608
es ser VSIP3S0 1
la el DA0FS0 0.98926
primera 1 AO0FS00 0.995242
; ; Fx 1
ninguna ninguno DI0FS0 0.829392
la el DA0FS0 0.98926
última último AO0FS00 1
. . Fp 1

No no RN 0.999263
sé saber VMIP1S0 0.97043
por por SP 1
qué qué PT00000 0.712513
están estar VMIP3P0 0.99949
numeradas numerar VMP00PF 1
de de SP 0.999961
ese ese DD0MS0 0.966694
modo modo NCMS000 1
arbitrario arbitrario AQ0MS00 1
. . Fp 1

Acaso acaso RG 0.972603
para para SP 0.999834
dar dar VMN0000 1
a a SP 0.998775
entender entender VMN0000 0.994186
que que CS 0.449861
los el DA0MP0 0.992728
términos término NCMP000 1
de de SP 0.999961
una uno DI0FS0 0.951973
serie serie NCFS000 0.993392
infinita infinito AQ0FS00 1
admiten admitir VMIP3P0 1
cualquier cualquiera DI0CS0 1
número número NCMS000 1
. . Fp 1

Después después RG 1
, , Fc 1
como como CS 0.967153
si si CS 0.999827
pensara pensar VMSI3S0 0.600002
en en SP 1
voz voz NCFS000 1
alta alto AQ0FS00 0.996988
: : Fd 1
– – Fz 1
Si si NP00000 1
el el DA0MS0 1
espacio espacio NCMS000 0.998084
es ser VSIP3S0 1
infinito infinito AQ0MS00 0.661294
estamos estar VMIP1P0 0.998282
en en SP 1
cualquier cualquiera DI0CS0 1
punto punto NCMS000 1
de de SP 1
el el DA0MS0 1
espacio espacio NCMS000 0.998084
. . Fp 1

Si si CS 0.999827
el el DA0MS0 1
tiempo tiempo NCMS000 1
es ser VSIP3S0 1
infinito infinito AQ0MS00 0.661294
estamos estar VMIP1P0 0.998282
en en SP 1
cualquier cualquiera DI0CS0 1
punto punto NCMS000 1
de de SP 1
el el DA0MS0 1
tiempo tiempo NCMS000 1
. . Fp 1

Sus su DP3CPN 0.999903
consideraciones consideración NCFP000 1
me me PP1CS00 0.755196
irritaron irritar VMIS3P0 1
. . Fp 1

Le le PP3CSD0 1
pregunté preguntar VMIS1S0 1
: : Fd 1
– – Fz 1
¿ ¿ Fia 1
Usted usted PP2CS0P 1
es ser VSIP3S0 1
religioso religioso AQ0MS00 0.847222
, , Fc 1
sin sin SP 1
duda duda NCFS000 0.72549
? ? Fit 1

– – Fz 1
Sí sí NP00000 1
, , Fc 1
soy ser VSIP1S0 1
presbiteriano presbiteriano AQ0MS00 0.58985
. . Fp 1

Mi mi DP1CSS 0.999325
conciencia conciencia NCFS000 0.989637
está estar VMIP3S0 0.999398
clara claro AQ0FS00 0.994505
. . Fp 1

Estoy estar VMIP1S0 0.998155
seguro seguro RG 0.134658
de de SP 0.999961
no no RN 0.999297
haber haber VAN0000 0.987521
estafado estafar VMP00SM 1
a a SP 1
el el DA0MS0 1
nativo nativo NCMS000 0.381568
cuando cuando PR00000 0.13702
le le PP3CSD0 1
di dar VMIS1S0 0.98924
la el DA0FS0 0.98926
Palabra_de_el_Señor palabra_de_el_señor NP00000 1
a_trueque a_trueque RG 1
de de SP 0.999961
su su DP3CSN 1
libro libro NCMS000 0.997835
diabólico diabólico AQ0MS00 1
. . Fp 1

Le le PP3CSD0 1
aseguré asegurar VMIS1S0 1
que que CS 0.449861
nada nada PI0CS00 0.893578
tenía tener VMII3S0 0.644494
que que CS 0.449861
reprochar reprochar VMN0000 1
se se PP3CN00 1
, , Fc 1
y y CC 0.999989
le le PP3CSD0 1
pregunté preguntar VMIS1S0 1
si si CS 0.999827
estaba estar VMII3S0 0.499587
de de SP 0.999961
paso paso NCMS000 0.970663
por por SP 1
estas este DD0FP0 0.969897
tierras tierra NCFP000 1
. . Fp 1

Me me PP1CS00 0.755196
respondió responder VMIS3S0 1
que que CS 0.449861
dentro_de dentro_de SP 1
unos uno DI0MP0 0.959952
días día NCMP000 1
pensaba pensar VMII3S0 0.65
regresar regresar VMN0000 1
a a SP 0.998775
su su DP3CSN 1
patria patria NCFS000 0.847222
. . Fp 1

Fue ser VSIS3S0 0.980739
entonces entonces RG 0.998203
cuando cuando CS 0.86298
supe saber VMIS1S0 0.310093
que que CS 0.449861
era ser VSII3S0 0.491317
escocés escocés AQ0MS00 0.574733
, , Fc 1
de de SP 0.999961
las el DA0FP0 0.988184
islas isla NCFP000 1
Orcadas orcadas NP00000 1
. . Fp 1

Le le PP3CSD0 1
dije decir VMIS1S0 0.990196
que que CS 0.449861
a a SP 0.998775
Escocia escocia NP00000 1
yo yo PP1CSN0 1
la lo PP3FSA0 0.010734
quería querer VMII3S0 0.630645
personalmente personalmente RG 1
por por SP 1
el el DA0MS0 1
amor amor NCMS000 1
de de SP 0.999961
Stevenson stevenson NP00000 1
y y CC 0.999989
de de SP 0.999961
Hume hume NP00000 1
. . Fp 1

– – Fz 1
Y_de_Robbie_Burns y_de_robbie_burns NP00000 1
– – Fz 1
corrigió corregir VMIS3S0 1
. . Fp 1

Mientras mientras CS 0.88835
hablábamos hablar VMII1P0 1
yo yo PP1CSN0 1
seguía seguir VMII3S0 0.65
explorando explorar VMG0000 1
el el DA0MS0 1
libro libro NCMS000 0.997835
infinito infinito AQ0MS00 0.661294
. . Fp 1

Con con SP 1
falsa falso AQ0FS00 1
indiferencia indiferencia NCFS000 1
le le PP3CSD0 1
pregunté preguntar VMIS1S0 1
: : Fd 1
– – Fz 1
¿ ¿ Fia 1
Usted usted PP2CS0P 1
se se P00CN00 0.494509
propone proponer VMIP3S0 1
ofrecer ofrecer VMN0000 1
este este DD0MS0 0.949201
curioso curioso AQ0MS00 0.986111
espécimen espécimen NCMS000 1
a a SP 1
el el DA0MS0 1
Museo_Británico museo_británico NP00000 1
? ? Fit 1

– – Fz 1
No no NP00000 1
. . Fp 1

Se se P00CN00 0.494509
lo lo PP3MSA0 0.334764
ofrezco ofrecer VMIP1S0 1
a a SP 0.998775
usted usted PP2CS0P 1
– – Fz 1
me me PP1CS00 0.755196
replicó replicar VMIS3S0 1
, , Fc 1
y y CC 0.999989
fijó fijar VMIS3S0 1
una uno DI0FS0 0.951973
suma suma NCFS000 0.169649
elevada elevar VMP00SF 1
. . Fp 1

Le le PP3CSD0 1
respondí responder VMIS1S0 1
, , Fc 1
con con SP 1
toda todo DI0FS0 0.984467
verdad verdad NCFS000 1
, , Fc 1
que que CS 0.449861
esa ese DD0FS0 0.964505
suma suma NCFS000 0.169649
era ser VSII3S0 0.491317
inaccesible inaccesible AQ0CS00 1
para para SP 0.999834
mí mí PP1CSO0 1
y y CC 0.999989
me me PP1CS00 0.755196
quedé quedar VMIS1S0 1
pensando pensar VMG0000 1
. . Fp 1

A_el_cabo_de al_cabo_de SP 1
unos uno DI0MP0 0.959952
pocos poco DI0MP0 0.736967
minutos minuto NCMP000 0.998971
había haber VAII3S0 0.499853
urdido urdir VMP00SM 1
mi mi DP1CSS 0.999325
plan plan NCMS000 1
. . Fp 1

– – Fz 1
Le le NP00000 1
propongo proponer VMIP1S0 1
un uno DI0MS0 0.99698
canje canje NCMS000 1
– – Fz 1
le le PP3CSD0 1
dije decir VMIS1S0 0.990196
- - Fg 1
. . Fp 1

Usted usted PP2CS0P 1
obtuvo obtener VMIS3S0 1
este este DD0MS0 0.949201
volumen volumen NCMS000 1
por por SP 1
unas uno DI0FP0 0.991065
rupias rupia NCFP000 1
y y CC 0.999989
por por SP 1
la el DA0FS0 0.98926
Escritura_Sagrada escritura_sagrada NP00000 1
